State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Total_calls,Total_charges,Intl_call_ratio,Day_call_ratio,Night_call_ratio,Evening_call_ratio,Avg_charge_per_call,Day_charge_per_min,Eve_charge_per_min,Night_charge_per_min,Intl_charge_per_min,Day_call_efficiency,Eve_call_efficiency,Night_call_efficiency,Intl_call_efficiency,Total_minutes,Charge_per_min,Monthly_Revenue,Customer_Lifetime_Months,CLV,Revenue_per_call,Revenue_per_minute
NJ,83,415,No,No,0,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,8.6,4,2.32,3,False,255,55.04,0.01568627450980392,0.4,0.2549019607843137,0.32941176470588235,0.21584313725490195,0.17002237136465323,0.08499106611078022,0.04499720514253773,0.2697674418604651,1.7529411764705884,1.9988095238095238,2.7523076923076926,2.15,534.2,0.10303257207038562,19.893975903614457,2.7666666666666666,55.04,0.21584313725490195,0.10303257207038562
AR,63,510,No,Yes,49,214.9,86,36.53,198.2,89,16.85,170.8,139,7.69,8.2,5,2.21,0,False,319,63.28,0.01567398119122257,0.26959247648902823,0.43573667711598746,0.27899686520376177,0.19836990595611287,0.1699860400186133,0.08501513622603432,0.04502341920374707,0.26951219512195124,2.4988372093023257,2.2269662921348314,1.2287769784172662,1.64,592.1000000000001,0.10687383887856779,30.133333333333333,2.1,63.28,0.19836990595611287,0.10687383887856779
MS,155,408,No,No,0,163.0,93,27.71,203.9,102,17.33,159.0,109,7.15,15.1,4,4.08,2,False,308,56.269999999999996,0.012987012987012988,0.30194805194805197,0.3538961038961039,0.33116883116883117,0.1826948051948052,0.17,0.08499264345267286,0.0449685534591195,0.27019867549668874,1.7526881720430108,1.9990196078431373,1.4587155963302751,3.775,541.0,0.10401109057301293,10.890967741935482,5.166666666666667,56.26999999999999,0.1826948051948052,0.10401109057301293
ME,105,408,No,No,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,5,3.59,3,False,251,51.09,0.0199203187250996,0.2908366533864542,0.35856573705179284,0.33067729083665337,0.20354581673306774,0.17004329004329005,0.08499812944257389,0.04500875656742556,0.2699248120300752,1.582191780821918,3.2204819277108436,1.268888888888889,2.66,510.3,0.10011757789535568,14.597142857142858,3.5,51.09,0.20354581673306774,0.10011757789535568
IA,73,415,No,No,0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,4,3.0,1,False,340,52.84,0.011764705882352941,0.3,0.35294117647058826,0.3352941176470588,0.15541176470588236,0.1700218818380744,0.08500948766603415,0.04498432601880877,0.2702702702702703,1.3441176470588234,1.849122807017544,1.595,2.775,550.4,0.0960029069767442,21.71506849315069,2.433333333333333,52.84,0.15541176470588236,0.0960029069767442
NM,21,415,No,Yes,19,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,12.9,7,3.48,3,False,280,50.39,0.025,0.3357142857142857,0.2785714285714286,0.3607142857142857,0.17996428571428572,0.1700075357950264,0.08499511241446726,0.044990303813833225,0.2697674418604651,1.4117021276595743,2.0257425742574258,1.9833333333333332,1.842857142857143,504.8999999999999,0.09980194097841158,71.9857142857143,0.7,50.39,0.17996428571428572,0.09980194097841158
TX,71,415,No,Yes,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1,False,329,59.91,0.0182370820668693,0.3130699088145897,0.331306990881459,0.3373860182370821,0.18209726443768995,0.16997816593886464,0.08500477554918816,0.04501160092807424,0.26974789915966385,1.778640776699029,1.8864864864864865,1.581651376146789,1.9833333333333334,576.9,0.10384815392615704,25.314084507042253,2.3666666666666667,59.91,0.18209726443768995,0.10384815392615704
KY,112,415,No,No,0,170.5,113,28.99,193.2,129,16.42,188.0,91,8.46,11.2,6,3.02,0,False,339,56.89,0.017699115044247787,0.3333333333333333,0.26843657817109146,0.3805309734513274,0.1678171091445428,0.17002932551319647,0.08498964803312631,0.045000000000000005,0.2696428571428572,1.508849557522124,1.4976744186046511,2.065934065934066,1.8666666666666665,562.9000000000001,0.10106590868715579,15.238392857142857,3.7333333333333334,56.89,0.1678171091445428,0.10106590868715579
AZ,66,510,No,No,0,154.0,133,26.18,198.9,121,16.91,151.9,100,6.84,9.5,3,2.57,4,True,357,52.50000000000001,0.008403361344537815,0.37254901960784315,0.2801120448179272,0.3389355742296919,0.1470588235294118,0.16999999999999998,0.08501759678230267,0.04502962475312706,0.27052631578947367,1.1578947368421053,1.643801652892562,1.5190000000000001,3.1666666666666665,514.3,0.10208049776395102,23.863636363636363,2.2,52.5,0.1470588235294118,0.10208049776395102
TN,99,408,No,No,0,54.8,92,9.32,173.0,103,14.71,195.1,125,8.78,7.5,3,2.03,1,False,323,34.84,0.009287925696594427,0.2848297213622291,0.38699690402476783,0.3188854489164087,0.10786377708978329,0.17007299270072995,0.08502890173410405,0.04500256278831368,0.27066666666666667,0.5956521739130435,1.6796116504854368,1.5608,2.5,430.4,0.08094795539033459,10.557575757575759,3.3,34.84,0.10786377708978329,0.08094795539033459
WV,124,510,No,No,0,184.8,74,31.42,175.1,84,14.88,158.2,95,7.12,10.5,6,2.84,1,False,259,56.260000000000005,0.023166023166023165,0.2857142857142857,0.3667953667953668,0.32432432432432434,0.21722007722007725,0.17002164502164502,0.08498001142204455,0.045006321112515804,0.2704761904761905,2.4972972972972975,2.0845238095238097,1.6652631578947368,1.75,528.5999999999999,0.10643208475217558,13.611290322580645,4.133333333333334,56.260000000000005,0.21722007722007725,0.10643208475217558
CT,95,415,No,Yes,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,11.3,3,3.05,3,False,330,87.29,0.00909090909090909,0.3393939393939394,0.39090909090909093,0.2606060606060606,0.26451515151515154,0.17001059696220416,0.0850104821802935,0.045013374092472296,0.26991150442477874,2.5276785714285714,3.327906976744186,2.0286821705426354,3.766666666666667,842.3,0.10363290988958805,27.56526315789474,3.1666666666666665,87.29,0.26451515151515154,0.10363290988958805
NH,130,408,No,No,0,68.4,86,11.63,193.3,110,16.43,171.5,139,7.72,10.4,4,2.81,0,False,339,38.59,0.011799410029498525,0.2536873156342183,0.41002949852507375,0.32448377581120946,0.11383480825958703,0.17002923976608186,0.0849974133471288,0.04501457725947522,0.2701923076923077,0.7953488372093024,1.7572727272727273,1.2338129496402879,2.6,443.6,0.08699278629395853,8.905384615384616,4.333333333333333,38.589999999999996,0.11383480825958703,0.08699278629395853
MD,93,510,Yes,No,0,131.4,78,22.34,219.7,106,18.67,155.7,103,7.01,11.1,2,3.0,1,True,289,51.02,0.006920415224913495,0.2698961937716263,0.356401384083045,0.36678200692041524,0.17653979238754328,0.1700152207001522,0.08497951752389624,0.04502247912652537,0.2702702702702703,1.6846153846153846,2.072641509433962,1.511650485436893,5.55,517.9,0.0985132264916007,16.45806451612903,3.1,51.019999999999996,0.17653979238754328,0.0985132264916007
WV,191,408,No,No,0,162.0,104,27.54,241.2,120,20.5,210.4,83,9.47,10.9,7,2.94,1,False,314,60.449999999999996,0.022292993630573247,0.33121019108280253,0.2643312101910828,0.3821656050955414,0.19251592356687897,0.16999999999999998,0.08499170812603649,0.045009505703422055,0.2697247706422018,1.5576923076923077,2.01,2.5349397590361447,1.5571428571428572,624.5,0.09679743795036028,9.49476439790576,6.366666666666666,60.45,0.19251592356687897,0.09679743795036028
KY,88,415,No,No,0,148.2,82,25.19,308.7,67,26.24,235.4,79,10.59,6.4,4,1.73,2,False,232,63.74999999999999,0.017241379310344827,0.35344827586206895,0.34051724137931033,0.28879310344827586,0.27478448275862066,0.1699730094466937,0.08500161969549724,0.04498725573491928,0.27031249999999996,1.8073170731707315,4.607462686567164,2.979746835443038,1.6,698.6999999999999,0.09124087591240876,21.732954545454543,2.933333333333333,63.749999999999986,0.27478448275862066,0.09124087591240876
WY,16,415,No,No,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5,False,293,64.14,0.027303754266211604,0.2832764505119454,0.27303754266211605,0.41638225255972694,0.21890784982935155,0.1700057240984545,0.0850071225071225,0.04502038439138032,0.2704761904761905,2.1048192771084335,2.3016393442622953,2.1462499999999998,1.3125,637.7,0.10058021013015524,120.2625,0.5333333333333333,64.14,0.21890784982935155,0.10058021013015524
GA,107,510,No,No,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,12.7,1,3.43,2,False,335,60.35999999999999,0.0029850746268656717,0.28955223880597014,0.3164179104477612,0.39104477611940297,0.18017910447761193,0.17002570694087404,0.08502415458937197,0.04498037016264722,0.27007874015748035,2.0051546391752577,1.4221374045801527,1.6820754716981132,12.7,571.8000000000001,0.10556138509968518,16.923364485981306,3.566666666666667,60.35999999999999,0.18017910447761193,0.10556138509968518
AK,96,408,No,Yes,29,150.0,91,25.5,159.4,75,13.55,228.1,55,10.26,8.5,3,2.3,1,False,224,51.60999999999999,0.013392857142857142,0.40625,0.24553571428571427,0.33482142857142855,0.23040178571428568,0.17,0.08500627352572146,0.04498027181060938,0.27058823529411763,1.6483516483516483,2.1253333333333333,4.147272727272727,2.8333333333333335,546.0,0.09452380952380951,16.128124999999997,3.2,51.60999999999999,0.23040178571428568,0.09452380952380951
CT,163,408,No,Yes,40,231.9,56,39.42,211.8,91,18.0,268.5,74,12.08,12.3,3,3.32,2,False,224,72.82,0.013392857142857142,0.25,0.33035714285714285,0.40625,0.3250892857142857,0.16998706338939198,0.08498583569405099,0.04499068901303538,0.26991869918699185,4.141071428571428,2.3274725274725276,3.6283783783783785,4.1000000000000005,724.5,0.10051069703243615,13.402453987730059,5.433333333333334,72.82,0.3250892857142857,0.10051069703243615
OR,95,415,No,No,0,269.0,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2,True,305,75.63,0.013114754098360656,0.39344262295081966,0.2,0.39344262295081966,0.2479672131147541,0.16999999999999998,0.08498074454428756,0.04500836586726157,0.26986301369863014,2.2416666666666667,1.9475,2.9393442622950823,1.825,689.3,0.10972000580298855,23.883157894736843,3.1666666666666665,75.63,0.2479672131147541,0.10972000580298855
OK,123,415,No,Yes,27,198.7,127,33.78,249.0,105,21.17,173.2,124,7.79,12.5,5,3.38,1,False,361,66.12,0.013850415512465374,0.3518005540166205,0.34349030470914127,0.29085872576177285,0.18315789473684213,0.17000503271263212,0.08502008032128515,0.044976905311778295,0.2704,1.5645669291338582,2.3714285714285714,1.396774193548387,2.5,633.4,0.10438901168298075,16.126829268292685,4.1,66.12,0.18315789473684213,0.10438901168298075
MA,34,415,No,No,0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11.0,10,2.97,2,True,246,84.08,0.04065040650406504,0.3617886178861789,0.3089430894308943,0.2886178861788618,0.34178861788617887,0.1700034048348655,0.0849908256880734,0.04500561167227834,0.27,3.3,3.8380281690140845,2.344736842105263,1.1,755.4000000000001,0.1113052687317977,74.18823529411765,1.1333333333333333,84.08,0.34178861788617887,0.1113052687317977
DE,96,415,No,Yes,26,175.8,96,29.89,206.6,84,17.56,178.0,105,8.01,11.1,2,3.0,2,False,287,58.46,0.006968641114982578,0.3344947735191638,0.36585365853658536,0.2926829268292683,0.20369337979094077,0.17002275312855517,0.08499515972894482,0.045,0.2702702702702703,1.83125,2.4595238095238097,1.6952380952380952,5.55,571.5,0.10229221347331584,18.26875,3.2,58.46000000000001,0.20369337979094077,0.10229221347331584
OH,146,415,No,No,0,169.5,93,28.82,230.9,71,19.63,269.8,115,12.14,9.0,7,2.43,2,False,286,63.02,0.024475524475524476,0.32517482517482516,0.4020979020979021,0.24825174825174826,0.22034965034965037,0.17002949852507374,0.08501515807708965,0.04499629355077835,0.27,1.8225806451612903,3.252112676056338,2.3460869565217393,1.2857142857142858,679.2,0.09278563015312132,12.949315068493153,4.866666666666666,63.02,0.22034965034965037,0.09278563015312132
ID,138,415,Yes,Yes,17,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,11.7,4,3.16,0,False,307,62.74000000000001,0.013029315960912053,0.3778501628664495,0.32247557003257327,0.28664495114006516,0.20436482084690558,0.1699822380106572,0.08500576701268743,0.04499314128943758,0.2700854700854701,1.9413793103448276,1.9704545454545455,1.4727272727272729,2.925,556.1000000000001,0.11282143499370616,13.639130434782611,4.6,62.74000000000001,0.20436482084690558,0.11282143499370616
MO,76,510,No,No,0,129.7,84,22.05,177.5,80,15.09,228.9,87,10.3,7.5,3,2.03,5,True,254,49.47,0.011811023622047244,0.33070866141732286,0.3425196850393701,0.31496062992125984,0.19476377952755905,0.17000771010023133,0.08501408450704226,0.04499781564001748,0.27066666666666667,1.544047619047619,2.21875,2.6310344827586207,2.5,543.6,0.09100441501103752,19.527631578947368,2.533333333333333,49.47,0.19476377952755905,0.09100441501103752
NC,83,510,No,Yes,36,95.9,87,16.3,261.6,105,22.24,228.6,109,10.29,13.3,4,3.59,0,False,305,52.42,0.013114754098360656,0.28524590163934427,0.35737704918032787,0.3442622950819672,0.1718688524590164,0.16996871741397288,0.08501529051987766,0.04501312335958005,0.2699248120300752,1.1022988505747127,2.4914285714285715,2.097247706422018,3.325,599.4,0.08745412078745413,18.94698795180723,2.7666666666666666,52.42,0.1718688524590164,0.08745412078745413
HI,104,408,No,No,0,170.6,97,29.0,162.1,111,13.78,210.7,131,9.48,6.1,1,1.65,1,False,340,53.910000000000004,0.0029411764705882353,0.2852941176470588,0.38529411764705884,0.3264705882352941,0.15855882352941178,0.16998827667057445,0.08500925354719309,0.04499288087327955,0.27049180327868855,1.7587628865979381,1.4603603603603603,1.6083969465648853,6.1,549.5,0.0981073703366697,15.55096153846154,3.466666666666667,53.910000000000004,0.15855882352941178,0.0981073703366697
NJ,106,415,No,No,0,191.4,124,32.54,200.7,116,17.06,230.1,76,10.35,8.2,3,2.21,1,False,319,62.16,0.009404388714733543,0.3887147335423197,0.23824451410658307,0.36363636363636365,0.194858934169279,0.17001044932079415,0.08500249128051819,0.044980443285528034,0.26951219512195124,1.5435483870967743,1.7301724137931034,3.0276315789473682,2.733333333333333,630.4000000000001,0.09860406091370556,17.59245283018868,3.533333333333333,62.160000000000004,0.194858934169279,0.09860406091370556
MS,84,510,No,No,0,75.3,96,12.8,179.9,113,15.29,193.8,134,8.72,12.3,1,3.32,1,False,344,40.13,0.0029069767441860465,0.27906976744186046,0.38953488372093026,0.32848837209302323,0.11665697674418606,0.16998671978751662,0.08499166203446358,0.04499484004127967,0.26991869918699185,0.7843749999999999,1.5920353982300885,1.446268656716418,12.3,461.3,0.08699327986126165,14.332142857142859,2.8,40.13,0.11665697674418606,0.08699327986126165
MN,99,408,No,No,0,128.8,86,21.9,203.9,105,17.33,282.6,131,12.72,14.1,4,3.81,2,False,326,55.76,0.012269938650306749,0.26380368098159507,0.401840490797546,0.3220858895705521,0.17104294478527607,0.1700310559006211,0.08499264345267286,0.04501061571125265,0.2702127659574468,1.4976744186046513,1.941904761904762,2.1572519083969466,3.525,629.4000000000001,0.08859231013663806,16.8969696969697,3.3,55.76,0.17104294478527607,0.08859231013663806
RI,134,415,No,No,0,141.7,95,24.09,205.6,101,17.48,218.5,60,9.83,8.8,6,2.38,0,False,262,53.78,0.022900763358778626,0.36259541984732824,0.22900763358778625,0.38549618320610685,0.20526717557251908,0.17000705716302048,0.08501945525291829,0.044988558352402744,0.27045454545454545,1.491578947368421,2.0356435643564357,3.6416666666666666,1.4666666666666668,574.5999999999999,0.09359554472676647,12.040298507462687,4.466666666666667,53.78,0.20526717557251908,0.09359554472676647
NJ,80,415,No,No,0,268.7,120,45.68,301.0,147,25.59,167.0,140,7.52,5.8,1,1.57,2,True,408,80.35999999999999,0.0024509803921568627,0.29411764705882354,0.3431372549019608,0.3602941176470588,0.19696078431372546,0.17000372162262747,0.08501661129568107,0.04502994011976048,0.27068965517241383,2.2391666666666667,2.0476190476190474,1.1928571428571428,5.8,742.5,0.1082289562289562,30.134999999999994,2.6666666666666665,80.35999999999999,0.19696078431372546,0.1082289562289562
MN,85,415,No,No,0,255.3,114,43.4,194.6,83,16.54,276.6,78,12.45,3.7,5,1.0,3,False,280,73.39,0.017857142857142856,0.40714285714285714,0.2785714285714286,0.29642857142857143,0.26210714285714287,0.1699960830395613,0.08499486125385405,0.04501084598698481,0.27027027027027023,2.2394736842105263,2.344578313253012,3.5461538461538464,0.74,730.2,0.10050671049027664,25.90235294117647,2.8333333333333335,73.39,0.26210714285714287,0.10050671049027664
WI,120,408,No,Yes,26,239.4,94,40.7,259.4,88,22.05,238.0,132,10.71,7.7,3,2.08,0,False,317,75.54,0.00946372239747634,0.29652996845425866,0.416403785488959,0.277602523659306,0.23829652996845427,0.17000835421888055,0.08500385505011566,0.045000000000000005,0.2701298701298701,2.546808510638298,2.9477272727272723,1.803030303030303,2.566666666666667,744.5,0.10146406984553392,18.885,4.0,75.54,0.23829652996845427,0.10146406984553392
KS,120,510,No,No,0,158.0,110,26.86,197.0,103,16.75,154.9,132,6.97,10.0,5,2.7,1,False,350,53.28,0.014285714285714285,0.3142857142857143,0.37714285714285717,0.29428571428571426,0.15222857142857144,0.16999999999999998,0.0850253807106599,0.044996772111039376,0.27,1.4363636363636363,1.912621359223301,1.1734848484848486,2.0,519.9,0.10248124639353723,13.32,4.0,53.28,0.15222857142857144,0.10248124639353723
NJ,125,415,No,No,0,182.3,64,30.99,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2,False,288,53.72,0.024305555555555556,0.2222222222222222,0.3333333333333333,0.4201388888888889,0.18652777777777776,0.16999451453647832,0.08497854077253218,0.04498834498834499,0.26982758620689656,2.8484375,1.1553719008264465,1.7874999999999999,1.657142857142857,505.30000000000007,0.1063130813378191,12.8928,4.166666666666667,53.72,0.18652777777777776,0.1063130813378191
ND,118,415,No,Yes,39,91.5,125,15.56,219.9,113,18.69,229.0,99,10.31,12.7,8,3.43,2,False,345,47.99,0.02318840579710145,0.36231884057971014,0.28695652173913044,0.32753623188405795,0.13910144927536233,0.1700546448087432,0.08499317871759891,0.04502183406113537,0.27007874015748035,0.732,1.9460176991150444,2.313131313131313,1.5875,553.1,0.08676550352558307,12.20084745762712,3.933333333333333,47.99,0.13910144927536233,0.08676550352558307
WY,62,415,No,No,0,172.4,132,29.31,230.5,100,19.59,228.2,109,10.27,11.0,5,2.97,0,False,346,62.14,0.014450867052023121,0.3815028901734104,0.315028901734104,0.28901734104046245,0.17959537572254336,0.17001160092807424,0.08498915401301518,0.04500438212094654,0.27,1.3060606060606061,2.305,2.093577981651376,2.2,642.0999999999999,0.09677620308363184,30.06774193548387,2.066666666666667,62.14,0.17959537572254336,0.09677620308363184
LA,112,510,No,No,0,174.5,127,29.67,259.3,71,22.04,170.5,120,7.67,11.3,7,3.05,1,False,325,62.43,0.021538461538461538,0.39076923076923076,0.36923076923076925,0.21846153846153846,0.1920923076923077,0.17002865329512895,0.08499807173158502,0.04498533724340176,0.26991150442477874,1.374015748031496,3.6521126760563383,1.4208333333333334,1.6142857142857143,615.5999999999999,0.1014132553606238,16.72232142857143,3.7333333333333334,62.43000000000001,0.1920923076923077,0.1014132553606238
AL,68,510,No,No,0,157.3,83,26.74,220.9,85,18.78,218.9,129,9.85,12.0,7,3.24,1,False,304,58.61,0.023026315789473683,0.2730263157894737,0.4243421052631579,0.27960526315789475,0.19279605263157895,0.16999364272091544,0.0850158442734269,0.044997715851987204,0.27,1.8951807228915665,2.598823529411765,1.6968992248062016,1.7142857142857142,609.1,0.09622393695616482,25.857352941176472,2.2666666666666666,58.61,0.19279605263157895,0.09622393695616482
TX,201,415,No,Yes,21,192.0,97,32.64,239.1,81,20.32,116.1,125,5.22,15.1,3,4.08,1,False,306,62.26,0.00980392156862745,0.31699346405228757,0.4084967320261438,0.2647058823529412,0.2034640522875817,0.17,0.0849853617733166,0.04496124031007752,0.27019867549668874,1.9793814432989691,2.9518518518518517,0.9288,5.033333333333333,562.3000000000001,0.11072381291125732,9.292537313432835,6.7,62.25999999999999,0.2034640522875817,0.11072381291125732
AR,116,510,No,No,0,160.7,69,27.32,146.8,106,12.48,287.8,144,12.95,8.2,5,2.21,0,False,324,54.96,0.015432098765432098,0.21296296296296297,0.4444444444444444,0.3271604938271605,0.16962962962962963,0.17000622277535782,0.08501362397820163,0.04499652536483669,0.26951219512195124,2.3289855072463768,1.3849056603773586,1.9986111111111111,1.64,603.5,0.09106876553438277,14.213793103448277,3.8666666666666667,54.96,0.16962962962962963,0.09106876553438277
GA,133,510,No,No,0,227.4,90,38.66,73.2,135,6.22,114.3,99,5.14,4.7,7,1.27,0,False,331,51.29,0.021148036253776436,0.2719033232628399,0.2990936555891239,0.4078549848942598,0.1549546827794562,0.1700087950747581,0.0849726775956284,0.044969378827646546,0.2702127659574468,2.526666666666667,0.5422222222222223,1.1545454545454545,0.6714285714285715,419.6,0.12223546234509056,11.569172932330826,4.433333333333334,51.29,0.1549546827794562,0.12223546234509056
KY,125,408,No,No,0,191.6,115,32.57,205.6,108,17.48,210.2,123,9.46,9.2,3,2.48,2,False,349,61.989999999999995,0.008595988538681949,0.32951289398280803,0.3524355300859599,0.30945558739255014,0.17762177650429797,0.16998956158663883,0.08501945525291829,0.045004757373929595,0.26956521739130435,1.666086956521739,1.9037037037037037,1.7089430894308941,3.0666666666666664,616.6,0.10053519299383716,14.877599999999997,4.166666666666667,61.989999999999995,0.17762177650429797,0.10053519299383716
NE,21,510,No,No,0,225.0,110,38.25,244.2,111,20.76,221.2,93,9.95,10.7,4,2.89,0,False,318,71.85000000000001,0.012578616352201259,0.34591194968553457,0.29245283018867924,0.3490566037735849,0.22594339622641513,0.17,0.08501228501228503,0.04498191681735986,0.27009345794392525,2.0454545454545454,2.1999999999999997,2.378494623655914,2.675,701.1,0.10248181429182714,102.64285714285717,0.7,71.85000000000001,0.22594339622641513,0.10248181429182714
ND,110,408,No,No,0,196.1,103,33.34,199.7,123,16.97,135.9,71,6.12,12.9,1,3.48,3,False,298,59.91,0.003355704697986577,0.34563758389261745,0.23825503355704697,0.412751677852349,0.20104026845637582,0.17001529831718512,0.08497746619929895,0.045033112582781455,0.2697674418604651,1.903883495145631,1.6235772357723577,1.9140845070422536,12.9,544.5999999999999,0.11000734484024974,16.33909090909091,3.6666666666666665,59.91,0.20104026845637582,0.11000734484024974
NH,83,415,No,No,0,231.3,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3,False,292,70.33,0.00684931506849315,0.3424657534246575,0.363013698630137,0.2876712328767123,0.24085616438356164,0.1699956766104626,0.08498098859315589,0.04498620055197792,0.2701612903225806,2.313,2.5047619047619047,2.050943396226415,6.2,671.5,0.10473566641846611,25.420481927710842,2.7666666666666666,70.33,0.24085616438356164,0.10473566641846611
IN,101,415,No,Yes,42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0,False,259,59.870000000000005,0.011583011583011582,0.3166023166023166,0.3861003861003861,0.2857142857142857,0.2311583011583012,0.16998087954110902,0.08497182216656231,0.04498898678414097,0.27052631578947367,2.551219512195122,2.158108108108108,1.8159999999999998,3.1666666666666665,560.0,0.10691071428571429,17.783168316831684,3.3666666666666667,59.870000000000005,0.2311583011583012,0.10691071428571429
OR,117,415,No,Yes,17,221.3,82,37.62,167.6,100,14.25,262.7,87,11.82,4.4,4,1.19,0,False,273,64.88,0.014652014652014652,0.30036630036630035,0.31868131868131866,0.3663003663003663,0.23765567765567763,0.16999548124717576,0.08502386634844869,0.0449942900647126,0.27045454545454545,2.698780487804878,1.676,3.0195402298850573,1.1,655.9999999999999,0.09890243902439025,16.635897435897434,3.9,64.88,0.23765567765567763,0.09890243902439025
OH,127,408,No,No,0,139.6,94,23.73,240.9,112,20.48,127.1,88,5.72,8.8,4,2.38,2,False,298,52.31,0.013422818791946308,0.31543624161073824,0.2953020134228188,0.37583892617449666,0.17553691275167785,0.16998567335243553,0.0850145288501453,0.04500393391030685,0.27045454545454545,1.4851063829787234,2.1508928571428574,1.4443181818181818,2.2,516.4,0.10129744384198297,12.356692913385826,4.233333333333333,52.31,0.17553691275167785,0.10129744384198297
KS,138,510,No,Yes,26,183.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15.0,3,4.05,1,False,304,64.13,0.009868421052631578,0.2730263157894737,0.41118421052631576,0.3059210526315789,0.21095394736842105,0.1699836867862969,0.08500207727461571,0.04501884760366182,0.26999999999999996,2.2156626506024097,2.5881720430107524,1.4855999999999998,5.0,625.3,0.10255877178954102,13.941304347826087,4.6,64.13,0.21095394736842105,0.10255877178954102
TX,120,415,No,No,0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,7.8,2,2.11,3,False,279,63.980000000000004,0.007168458781362007,0.3870967741935484,0.36917562724014336,0.23655913978494625,0.22931899641577064,0.16999508116084605,0.0849942285494421,0.0450388265746333,0.2705128205128205,1.8824074074074075,3.9378787878787875,1.125242718446602,3.9,586.9,0.1090134605554609,15.995000000000001,4.0,63.980000000000004,0.22931899641577064,0.1090134605554609
DC,141,415,No,Yes,37,185.4,87,31.52,178.5,128,15.17,218.3,107,9.82,8.0,3,2.16,4,False,325,58.67,0.009230769230769232,0.2676923076923077,0.3292307692307692,0.39384615384615385,0.18052307692307692,0.17001078748651563,0.0849859943977591,0.04498396701786532,0.27,2.1310344827586207,1.39453125,2.0401869158878507,2.6666666666666665,590.2,0.09940698068451372,12.482978723404255,4.7,58.67,0.18052307692307692,0.09940698068451372
OR,87,510,No,Yes,22,240.8,102,40.94,75.9,106,6.45,224.6,115,10.11,7.1,3,1.92,2,False,326,59.42,0.009202453987730062,0.3128834355828221,0.35276073619631904,0.32515337423312884,0.18226993865030675,0.17001661129568105,0.08498023715415019,0.045013357079252005,0.27042253521126763,2.3607843137254902,0.7160377358490566,1.9530434782608694,2.3666666666666667,548.4000000000001,0.10835156819839532,20.489655172413794,2.9,59.42,0.18226993865030675,0.10835156819839532
WA,97,408,No,No,0,276.1,82,46.94,201.1,106,17.09,231.3,73,10.41,8.9,4,2.4,0,True,265,76.84,0.01509433962264151,0.30943396226415093,0.27547169811320754,0.4,0.2899622641509434,0.17001086562839549,0.08498259572352064,0.045006485084306096,0.2696629213483146,3.3670731707317074,1.8971698113207547,3.168493150684932,2.225,717.4,0.1071090047393365,23.76494845360825,3.2333333333333334,76.84,0.2899622641509434,0.1071090047393365
NC,162,408,No,Yes,26,179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1,True,386,61.15,0.02072538860103627,0.37305699481865284,0.27202072538860106,0.33419689119170987,0.15841968911917098,0.17000556483027268,0.08500687757909216,0.044983513895430996,0.2698924731182795,1.2479166666666666,1.6906976744186046,2.021904761904762,1.1625,619.3999999999999,0.09872457216661287,11.324074074074073,5.4,61.15,0.15841968911917098,0.09872457216661287
TX,119,510,No,No,0,81.9,75,13.92,253.8,114,21.57,213.1,125,9.59,8.9,1,2.4,2,True,315,47.48,0.0031746031746031746,0.23809523809523808,0.3968253968253968,0.3619047619047619,0.15073015873015871,0.16996336996336994,0.08498817966903073,0.045002346316283436,0.2696629213483146,1.092,2.2263157894736842,1.7047999999999999,8.9,557.7,0.08513537744306973,11.969747899159662,3.966666666666667,47.48,0.15073015873015871,0.08513537744306973
WI,107,510,No,Yes,25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12.0,1,3.24,1,False,290,64.38,0.0034482758620689655,0.3137931034482759,0.28620689655172415,0.39655172413793105,0.22199999999999998,0.16999195494770716,0.08499580888516346,0.04498198661863098,0.27,2.731868131868132,1.037391304347826,2.3409638554216867,12.0,574.2,0.11212121212121211,18.050467289719624,3.566666666666667,64.38,0.22199999999999998,0.11212121212121211
