State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,GMM_Cluster,Recency,Frequency,Monetary,High_Usage,High_Complaints,Total_Calls,Avg_Minutes_Per_Call,Intl_Usage_Ratio,Charge_Per_Minute,Day_Night_Ratio,Intl_Call_Ratio
ND,12,510,Yes,No,0,216.7,117,36.84,116.5,126,9.9,220.0,110,9.9,9.8,4,2.65,2,False,2,2,-1,2,2,563.0,59.29,0,0,357,1.5726256983240223,0.017375886524822696,0.1051241134751773,0.9805429864253393,0.0111731843575419
ND,105,510,No,No,0,246.4,83,41.89,256.2,101,21.78,169.0,151,7.61,3.8,4,1.03,0,False,2,2,-1,2,0,675.4,72.31,1,0,339,1.986470588235294,0.0056179775280898875,0.10690419869899469,1.4494117647058824,0.011764705882352941
NY,104,415,No,No,0,156.2,93,26.55,193.0,54,16.41,222.7,94,10.02,13.1,5,3.54,1,False,1,0,-1,1,1,585.0,56.52,0,0,246,2.3684210526315788,0.02235494880546075,0.0964505119453925,0.6982565936522128,0.020242914979757085
WV,13,415,No,No,0,146.4,74,24.89,148.5,92,12.62,216.7,96,9.75,11.3,3,3.05,1,False,1,1,-1,0,1,522.9,50.309999999999995,0,0,265,1.9657894736842105,0.021569001717885096,0.09602977667493796,0.6724850711988977,0.011278195488721804
WV,67,408,No,No,0,167.8,91,28.53,167.7,69,14.25,110.3,71,4.96,8.4,12,2.27,1,False,0,1,-1,0,1,454.2,50.010000000000005,0,0,243,1.8614754098360655,0.018453427065026364,0.10986379613356767,1.5076370170709794,0.04918032786885246
DC,148,415,No,Yes,11,252.9,129,42.99,284.3,88,24.17,262.8,99,11.83,12.3,1,3.32,1,False,2,0,-1,2,1,812.3,82.30999999999999,1,0,317,2.5544025157232704,0.01512357063814091,0.10120496741669739,0.9586808188021227,0.0031446540880503146
MN,116,510,No,No,0,201.8,82,34.31,231.5,95,19.68,226.1,130,10.17,16.5,5,4.46,0,False,2,1,-1,2,0,675.9,68.61999999999999,1,0,312,2.1594249201277953,0.02437583099423844,0.1013739104742207,0.8885953324526641,0.01597444089456869
DE,131,408,No,No,0,94.4,80,16.05,215.1,101,18.28,179.7,108,8.09,13.1,9,3.54,2,False,0,1,-1,0,2,502.3,45.96,0,0,298,1.679933110367893,0.026028213788992647,0.09131730578183986,0.5224128389596017,0.030100334448160536
VT,119,510,No,No,0,190.4,74,32.37,215.6,113,18.33,161.2,111,7.25,10.0,1,2.7,2,False,0,0,-1,0,2,577.2,60.65,0,0,299,1.9240000000000002,0.017295053614666205,0.10489450017295053,1.1738594327990137,0.0033333333333333335
NY,94,510,Yes,No,0,243.2,109,41.34,147.0,88,12.5,94.9,99,4.27,7.2,4,1.94,4,False,0,0,-1,1,4,492.3,60.05,0,1,300,1.6355481727574752,0.014595580782485303,0.12173119805392256,2.535974973931178,0.013289036544850499
TX,217,408,No,No,0,176.4,115,29.99,158.8,128,13.5,306.6,107,13.8,9.3,3,2.51,4,False,2,0,-1,0,4,651.1,59.79999999999999,1,1,353,1.8392655367231638,0.014261616316515872,0.09170372642232784,0.5734720416124838,0.00847457627118644
OR,161,415,No,No,0,178.1,109,30.28,146.5,86,12.45,137.6,78,6.19,8.5,2,2.3,1,False,0,0,-1,2,1,470.70000000000005,51.22,0,0,275,1.7054347826086957,0.018019927920288316,0.10858596565613736,1.284992784992785,0.007246376811594203
KS,67,408,No,No,0,201.4,101,34.24,97.6,122,8.3,202.5,119,9.11,7.0,3,1.89,0,False,2,2,-1,2,0,508.5,53.540000000000006,0,0,345,1.4696531791907514,0.013738959764474975,0.10508341511285575,0.9896805896805897,0.008670520231213872
ND,132,415,No,Yes,31,174.5,101,29.67,245.6,105,20.88,172.8,76,7.78,10.3,9,2.78,1,False,0,2,-1,2,1,603.2,61.11,1,0,291,2.0657534246575344,0.017047335319430652,0.10114200595829195,1.0040276179516685,0.030821917808219176
PA,134,408,No,No,0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5.0,9,1.35,1,False,2,0,-1,0,1,629.9,64.75,1,0,393,1.598730964467005,0.007925186241876684,0.10263116183230306,1.1399222654081067,0.02284263959390863
NY,44,510,No,No,0,143.2,77,24.34,169.8,114,14.43,215.8,77,9.71,7.6,4,2.05,1,False,1,0,-1,1,1,536.4,50.529999999999994,0,0,272,1.9648351648351647,0.014142165984369185,0.09402679568291775,0.6605166051660516,0.014652014652014652
WY,53,415,No,Yes,27,25.9,119,4.4,206.5,96,17.55,228.1,64,10.26,6.5,7,1.76,1,False,1,1,-1,2,1,467.0,33.97,0,0,286,1.627177700348432,0.013888888888888888,0.07258547008547009,0.11305106940200785,0.024390243902439025
NY,108,415,No,No,0,154.2,123,26.21,112.3,86,9.55,246.4,75,11.09,15.4,4,4.16,4,True,1,0,-1,1,4,528.3,51.010000000000005,0,1,288,1.8280276816608996,0.029095031173247687,0.09637256754203667,0.6232821341956345,0.01384083044982699
ME,80,408,No,No,0,322.3,113,54.79,222.0,95,18.87,162.8,123,7.33,6.7,8,1.81,0,True,2,0,-1,2,0,713.8,82.8,1,0,339,2.099411764705882,0.009373251259093454,0.11583659764969223,1.9676434676434675,0.023529411764705882
SD,88,415,No,No,0,215.6,115,36.65,216.2,85,18.38,171.3,65,7.71,11.8,1,3.19,3,False,0,0,-1,1,3,614.8999999999999,65.93,1,0,266,2.3029962546816476,0.019158954375710347,0.10704659847377825,1.2513058618688333,0.003745318352059925
UT,82,510,Yes,No,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3,False,0,1,-1,0,3,610.0,64.89,1,0,280,2.170818505338078,0.020294599018003272,0.10620294599018003,1.1856899488926746,0.021352313167259787
AK,115,415,No,No,0,245.2,105,41.68,159.0,109,13.52,229.9,74,10.35,7.2,8,1.94,0,False,2,0,-1,1,0,641.3000000000001,67.49,1,0,296,2.1592592592592594,0.01120971508640822,0.10507550988634592,1.061931572109138,0.026936026936026935
RI,93,415,No,No,0,98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83,1,False,1,2,-1,1,1,610.4000000000001,52.95,1,0,325,1.87239263803681,0.023225384363755312,0.08660451422963689,0.3948635634028893,0.012269938650306749
AL,72,415,No,No,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,False,0,0,-1,0,4,600.5,64.18,1,1,302,1.981848184818482,0.017290108063175394,0.10669991687448048,1.1862745098039216,0.0165016501650165
DE,98,415,No,Yes,29,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3,False,0,1,-1,0,3,546.2,57.51,0,0,269,2.0229629629629633,0.023391812865497075,0.1050986842105263,1.0883242589231699,0.025925925925925925
ID,118,415,No,No,0,140.4,112,23.87,187.1,60,15.9,207.9,155,9.36,7.9,1,2.13,0,False,1,0,-1,0,0,543.3,51.260000000000005,0,0,328,1.6513677811550151,0.014514054749219182,0.0941760058791108,0.672091910004787,0.00303951367781155
MO,55,510,No,No,0,189.0,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0,False,2,1,-1,1,0,572.7,57.98,0,0,292,1.9546075085324233,0.029806519086630644,0.10106327348788564,0.7587314331593737,0.020477815699658702
IL,130,415,No,No,0,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16,3,False,1,1,-1,0,3,686.6,63.25999999999999,1,0,298,2.296321070234114,0.01701570680628272,0.09200116346713204,0.5907540735126943,0.010033444816053512
FL,136,408,Yes,No,0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,False,0,2,-1,0,1,576.5999999999999,62.089999999999996,0,0,348,1.6521489971346701,0.020429362880886433,0.10749653739612189,1.3113890717577352,0.02005730659025788
KY,107,415,No,No,0,157.1,79,26.71,162.6,124,13.82,150.0,138,6.75,12.1,6,3.27,1,False,0,0,-1,0,1,481.8,50.550000000000004,0,0,347,1.3844827586206896,0.025062137531068764,0.10470173985086993,1.0403973509933775,0.017241379310344827
MI,91,415,No,No,0,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,True,1,0,-1,0,5,574.3000000000001,54.519999999999996,0,1,371,1.5438172043010754,0.020337215365896052,0.0947679471580045,0.6409298464092985,0.010752688172043012
NY,167,415,No,No,0,166.4,85,28.29,243.2,135,20.67,229.2,95,10.31,9.9,5,2.67,1,False,1,0,-1,1,1,648.6999999999999,61.940000000000005,1,0,320,2.020872274143302,0.015237802062490383,0.09533630906572266,0.7228496959165943,0.01557632398753894
KS,159,415,No,Yes,19,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,0,False,0,2,-1,2,0,621.1,62.54,1,0,253,2.4452755905511814,0.027166050474200287,0.10053046134062048,0.8124448367166813,0.011811023622047244
PA,122,415,No,No,0,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1,False,1,0,-1,0,1,480.2,36.089999999999996,0,0,211,2.2650943396226415,0.026392352452202825,0.075,0.13895486935866985,0.009433962264150943
MI,105,415,No,Yes,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10.0,5,2.7,0,False,1,0,-1,0,0,710.9,67.67999999999999,1,0,323,2.1941358024691358,0.014046916701783959,0.09506953223767382,0.7260218535006071,0.015432098765432098
NH,155,408,No,No,0,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92,2,False,0,0,-1,1,2,507.1,58.120000000000005,0,0,262,1.9281368821292777,0.02125565833497343,0.11438693170635703,1.589875275128393,0.0038022813688212928
WA,161,415,No,No,0,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4.0,5,1.08,1,False,1,1,-1,1,1,599.7,55.61,1,0,277,2.157194244604317,0.006658897952388879,0.09257532878308639,0.671688081524147,0.017985611510791366
NY,122,415,No,No,0,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62,3,False,1,0,-1,1,3,486.7,49.45,0,0,304,1.5957377049180328,0.019889276194381793,0.10139429977445151,0.8161730136342267,0.022950819672131147
MD,37,415,Yes,No,0,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59,2,False,1,1,-1,0,2,499.40000000000003,43.849999999999994,0,0,286,1.74006968641115,0.019184652278177457,0.08762989608313347,0.45016891891891886,0.027874564459930314
KS,128,415,No,No,0,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0,False,1,2,-1,2,0,516.6999999999999,47.43999999999999,0,0,347,1.4847701149425285,0.012362372030133285,0.09163608267336294,0.6372609500308452,0.020114942528735632
DE,89,510,Yes,No,0,125.6,108,21.35,213.0,90,18.11,181.7,108,8.18,5.4,5,1.46,1,False,1,1,-1,0,1,525.6999999999999,49.1,0,0,311,1.6849358974358972,0.010252515663565599,0.09322194797797609,0.6874657909140668,0.016025641025641024
IN,108,415,No,No,0,199.3,104,33.88,224.2,92,19.06,140.1,57,6.3,15.2,2,4.1,0,False,0,0,-1,0,0,578.8000000000001,63.339999999999996,0,0,255,2.2609375000000003,0.02621593652983787,0.1092445670921007,1.4124734231041816,0.0078125
VT,109,408,No,No,0,222.2,113,37.77,218.5,122,18.57,266.0,88,11.97,10.9,5,2.94,1,False,2,0,-1,0,1,717.6,71.25,1,0,328,2.1811550151975685,0.015168382966880044,0.09915112719176175,0.8322097378277153,0.015197568389057751
WA,29,415,No,No,0,157.4,122,26.76,145.0,75,12.33,281.8,92,12.68,9.3,2,2.51,1,False,1,1,-1,1,1,593.5,54.28,1,0,291,2.0325342465753424,0.015643397813288478,0.09130361648444071,0.5565770862800565,0.00684931506849315
NM,119,415,Yes,Yes,15,160.0,95,27.2,209.5,110,17.81,82.3,107,3.7,8.7,5,2.35,5,True,0,0,-1,0,5,460.5,51.06,0,1,317,1.4481132075471699,0.01885157096424702,0.11063921993499459,1.9207683073229291,0.015723270440251572
MO,86,415,No,No,0,83.5,96,14.2,221.1,63,18.79,349.7,75,15.74,12.6,3,3.4,0,False,1,1,-1,1,0,666.9,52.129999999999995,1,0,237,2.8021008403361343,0.018865099565803265,0.07805060637820033,0.2380952380952381,0.012605042016806723
IA,92,510,No,Yes,25,134.0,112,22.78,206.0,111,17.51,180.6,118,8.13,9.7,4,2.62,0,False,1,0,-1,1,0,530.3000000000001,51.040000000000006,0,0,345,1.5326589595375724,0.01825710521362695,0.09606625258799172,0.7378854625550662,0.011560693641618497
WA,13,510,No,Yes,25,176.6,65,30.02,172.7,96,14.68,104.5,128,4.7,11.3,5,3.05,2,False,0,1,-1,1,2,465.09999999999997,52.45,0,0,294,1.5766101694915253,0.02424372452263463,0.11252950010727313,1.6739336492890995,0.01694915254237288
CT,144,510,Yes,Yes,35,174.8,127,29.72,219.6,93,18.67,255.8,90,11.51,12.8,3,3.46,0,False,1,0,-1,1,0,663.0,63.36,1,0,313,2.111464968152866,0.01927710843373494,0.09542168674698795,0.6806853582554517,0.009554140127388535
NH,139,510,No,No,0,221.3,140,37.62,157.8,89,13.41,192.5,89,8.66,11.3,6,3.05,1,False,2,0,-1,1,1,582.9,62.739999999999995,0,0,324,1.7935384615384615,0.01935262887480733,0.10744990580578866,1.143669250645995,0.018461538461538463
LA,95,415,No,No,0,141.1,84,23.99,211.4,108,17.97,103.7,127,4.67,5.9,6,1.59,3,False,0,0,-1,0,3,462.09999999999997,48.22,0,0,325,1.417484662576687,0.012740228892247896,0.1041243791837616,1.3476599808978031,0.018404907975460124
ME,80,408,No,Yes,31,166.4,92,28.29,238.3,74,20.26,150.7,84,6.78,10.7,4,2.89,4,False,0,0,-1,2,4,566.1000000000001,58.22,0,1,254,2.2200000000000006,0.018867924528301883,0.10266266972315286,1.0969017798286091,0.01568627450980392
MT,113,415,No,No,0,215.9,93,36.7,240.1,85,20.41,156.7,123,7.05,4.9,5,1.32,3,False,2,0,-1,1,3,617.6,65.47999999999999,1,0,306,2.0117263843648208,0.00792111218881345,0.10585192369867441,1.3690551680405836,0.016286644951140065
ID,88,415,No,Yes,31,181.6,91,30.87,213.2,120,18.12,207.8,104,9.35,11.4,4,3.08,1,False,0,0,-1,0,1,613.9999999999999,61.42,1,0,319,1.9187499999999997,0.01853658536585366,0.09986991869918702,0.8697318007662834,0.0125
UT,74,415,No,No,0,106.4,84,18.09,140.2,104,11.92,90.9,81,4.09,11.4,3,3.08,1,False,0,1,-1,0,1,348.9,37.17999999999999,0,0,272,1.278021978021978,0.032580737353529586,0.10625893112317804,1.1577801958650706,0.01098901098901099
IL,48,510,No,No,0,128.2,71,21.79,48.1,78,4.09,116.3,80,5.23,8.9,3,2.4,0,False,0,1,-1,0,0,301.49999999999994,33.51,0,0,232,1.2939914163090127,0.02942148760330579,0.11077685950413224,1.092924126172208,0.012875536480686695
AZ,163,510,No,No,0,178.7,56,30.38,215.7,79,18.33,152.7,84,6.87,10.6,2,2.86,4,False,0,0,-1,0,4,557.6999999999999,58.43999999999999,0,1,221,2.512162162162162,0.01897261499910507,0.10459996420261321,1.1626545217957058,0.009009009009009009
ID,56,510,No,No,0,150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,5,3.16,3,False,0,0,-1,0,3,492.1,50.11,0,0,286,1.7146341463414634,0.023727438653417154,0.10162238896775501,0.8944872554831061,0.017421602787456445
TX,64,415,No,No,0,168.0,116,28.56,192.4,94,16.35,166.5,98,7.49,10.1,3,2.73,2,False,0,0,-1,0,2,537.0,55.129999999999995,0,0,311,1.7211538461538463,0.018773234200743494,0.1024721189591078,1.0029850746268656,0.009615384615384616
MT,116,415,No,Yes,35,182.8,122,31.08,212.7,119,18.08,193.8,103,8.72,11.0,2,2.97,1,False,1,0,-1,1,1,600.3,60.849999999999994,1,0,346,1.7299711815561958,0.018293696989855314,0.10119740562115416,0.9383983572895277,0.005763688760806916
PA,101,415,Yes,No,0,193.7,108,32.93,186.6,98,15.86,223.0,100,10.04,11.6,8,3.13,0,False,2,0,-1,0,0,614.9,61.96,1,0,314,1.952063492063492,0.018834226335444067,0.10060074687449262,0.8647321428571428,0.025396825396825397
RI,85,415,Yes,No,0,197.2,97,33.52,211.7,115,17.99,210.1,133,9.45,8.3,4,2.24,4,False,1,2,-1,1,4,627.3,63.20000000000001,1,1,349,1.7922857142857143,0.013210249880630274,0.10058889065732933,0.9341544291804832,0.011428571428571429
NH,90,415,No,No,0,76.1,121,12.94,290.3,73,24.68,236.9,89,10.66,10.8,3,2.92,0,False,1,0,-1,1,0,614.0999999999999,51.2,1,0,286,2.1397212543554005,0.017558120630791745,0.08323849780523494,0.3198823034888608,0.010452961672473868
UT,73,415,No,No,0,182.3,115,30.99,199.2,97,16.93,120.2,113,5.41,18.0,5,4.86,1,False,0,1,-1,0,1,519.7,58.19,0,0,330,1.5700906344410877,0.034568849625504126,0.11175340887267139,1.5041254125412542,0.015105740181268883
NH,55,408,No,Yes,20,189.3,95,32.18,118.6,113,10.08,250.2,102,11.26,12.5,4,3.38,2,False,1,0,-1,1,2,570.5999999999999,56.9,0,0,314,1.8114285714285712,0.021868439468159556,0.0995451364590623,0.7535828025477708,0.012698412698412698
AK,76,415,No,Yes,22,160.1,107,27.22,168.7,136,14.34,23.2,102,1.04,9.5,4,2.57,3,False,0,0,-1,1,3,361.49999999999994,45.17,0,0,349,1.0328571428571427,0.026206896551724142,0.12460689655172416,6.615702479338843,0.011428571428571429
AZ,157,415,No,No,0,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,11.5,7,3.11,4,False,0,0,-1,0,4,516.6,58.2,0,1,352,1.4634560906515581,0.022217928902627512,0.11244204018547141,1.3287176399759182,0.019830028328611898
NJ,131,415,No,No,0,211.8,115,36.01,260.5,102,22.14,144.2,96,6.49,10.8,7,2.92,0,False,0,1,-1,2,0,627.3,67.56,1,0,320,1.9542056074766354,0.01718924080853096,0.1075282508355881,1.4586776859504134,0.021806853582554516
MI,51,415,No,No,0,229.7,129,39.05,336.0,104,28.56,192.8,128,8.68,9.6,1,2.59,1,True,0,0,-1,0,1,768.1,78.88,1,0,362,2.115977961432507,0.012482121960733323,0.10256143544402548,1.1852425180598554,0.0027548209366391185
ID,166,415,No,No,0,220.7,106,37.52,177.8,118,15.11,206.1,102,9.27,12.4,9,3.35,1,False,2,0,-1,0,1,617.0,65.25,1,0,335,1.8363095238095237,0.020064724919093852,0.10558252427184465,1.0656687590535974,0.026785714285714284
OR,66,408,No,No,0,87.6,76,14.89,262.0,111,22.27,184.6,125,8.31,9.2,5,2.48,1,False,1,0,-1,2,1,543.4000000000001,47.949999999999996,0,0,317,1.708805031446541,0.016899338721528285,0.08807861866274795,0.4719827586206896,0.015723270440251572
UT,49,415,No,No,0,266.3,90,45.27,207.8,117,17.66,205.0,98,9.23,14.0,2,3.78,2,True,0,1,-1,0,2,693.1,75.94000000000001,1,0,307,2.2503246753246753,0.020170004322143782,0.10940786630168566,1.292718446601942,0.006493506493506494
LA,89,415,No,No,0,141.1,92,23.99,249.1,126,21.17,136.0,73,6.12,10.8,2,2.92,2,False,0,0,-1,0,2,537.0,54.199999999999996,0,0,293,1.8265306122448979,0.020074349442379184,0.10074349442379181,1.0299270072992701,0.006802721088435374
WI,90,415,No,No,0,200.9,92,34.15,164.3,91,13.97,249.0,98,11.21,8.9,7,2.4,1,False,2,0,-1,2,1,623.1,61.73,1,0,288,2.1560553633217996,0.01426053517064573,0.09891043102066975,0.8036,0.02422145328719723
ID,193,415,No,No,0,96.8,92,16.46,142.6,103,12.12,210.1,115,9.45,10.9,5,2.94,2,True,1,0,-1,0,2,460.4,40.97,0,0,315,1.4569620253164557,0.02362375379280451,0.0887949718248808,0.45855045002368544,0.015822784810126583
TN,114,510,No,No,0,172.0,145,29.24,276.4,101,23.49,193.7,100,8.72,10.1,9,2.73,1,False,1,2,-1,1,1,652.1999999999999,64.17999999999999,1,0,355,1.8320224719101121,0.015462339252908758,0.09825474586650337,0.8834103749357988,0.025280898876404494
NV,7,408,No,Yes,30,221.4,114,37.64,165.8,116,14.09,247.0,105,11.12,10.8,12,2.92,1,False,2,0,-1,1,1,645.0,65.77,1,0,347,1.853448275862069,0.01671826625386997,0.10181114551083591,0.892741935483871,0.034482758620689655
WY,71,415,No,No,0,243.7,124,41.43,60.0,90,5.1,189.0,129,8.5,11.3,2,3.05,0,False,2,1,-1,2,0,504.0,58.08,0,0,345,1.4566473988439306,0.02237623762376238,0.115009900990099,1.2826315789473683,0.005780346820809248
IL,31,415,No,Yes,28,210.5,101,35.79,250.5,86,21.29,241.6,125,10.87,11.5,2,3.11,1,False,1,1,-1,0,1,714.1,71.06,1,0,314,2.266984126984127,0.016081666899734302,0.09937071738218431,0.8676834295136027,0.006349206349206349
MA,111,415,No,No,0,284.4,89,48.35,157.0,113,13.35,242.8,91,10.93,8.4,8,2.27,0,True,2,0,-1,0,0,692.6,74.89999999999999,1,0,301,2.2933774834437086,0.012110726643598616,0.10798731257208764,1.1665299425758817,0.026490066225165563
AZ,97,408,No,No,0,169.7,84,28.85,165.9,86,14.1,191.9,83,8.64,12.8,6,3.46,3,False,0,0,-1,0,3,540.3,55.050000000000004,0,0,259,2.0780769230769227,0.02364677627932755,0.10169961204507669,0.8797304302747537,0.023076923076923078
ND,51,510,No,No,0,227.2,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,2,4.02,0,False,2,2,-1,2,0,679.9,70.11,1,0,323,2.0984567901234565,0.021882802173593775,0.1029666617711852,0.9296235679214402,0.006172839506172839
SD,86,415,No,No,0,223.9,75,38.06,155.7,109,13.23,150.2,143,6.76,7.3,9,1.97,1,False,2,0,-1,1,1,537.0999999999999,60.02,0,0,336,1.593768545994065,0.013566251626091807,0.11154060583534661,1.480820105820106,0.026706231454005934
ND,190,415,No,No,0,169.4,102,28.8,253.5,113,21.55,197.1,93,8.87,8.9,5,2.4,1,False,2,2,-1,2,1,628.9,61.62,1,0,313,2.0028662420382166,0.014129226861406573,0.09782505159549135,0.8551236749116609,0.01592356687898089
CT,80,408,No,No,0,118.1,90,20.08,144.3,77,12.27,225.1,86,10.13,8.2,6,2.21,1,False,1,0,-1,1,1,495.7,44.69,0,0,259,1.9065384615384615,0.016508959130259713,0.08997382725991544,0.5223352498894295,0.023076923076923078
MO,36,415,No,No,0,202.4,115,34.41,230.7,115,19.61,202.0,127,9.09,10.2,2,2.75,3,False,2,1,-1,1,3,645.3000000000001,65.86,1,0,359,1.7925000000000002,0.015782144514931144,0.10190314095621228,0.9970443349753695,0.005555555555555556
NJ,45,510,No,No,0,155.7,110,26.47,260.3,103,22.13,192.2,98,8.65,11.0,1,2.97,1,False,1,1,-1,2,1,619.2,60.21999999999999,1,0,312,1.9782747603833868,0.017736214124475975,0.09709771041599483,0.8059006211180124,0.003194888178913738
NC,170,415,No,No,0,246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,9.1,8,2.46,0,False,2,0,-1,2,0,650.0,71.22999999999999,1,0,334,1.9402985074626866,0.013978494623655913,0.10941628264208908,1.4719235364396654,0.023880597014925373
UT,103,415,No,No,0,189.8,110,32.27,115.5,83,9.82,191.3,103,8.61,12.2,4,3.29,0,False,0,1,-1,0,0,508.8,53.99,0,0,300,1.6903654485049835,0.023930953315025497,0.10590427618673989,0.9869994799791991,0.013289036544850499
WI,112,408,No,No,0,167.8,88,28.53,247.9,81,21.07,155.1,108,6.98,11.9,4,3.21,0,False,0,0,-1,2,0,582.7,59.79,0,0,281,2.0663120567375888,0.02038718519787562,0.10243275655302381,1.0749519538757208,0.014184397163120567
MT,125,510,No,No,0,143.2,80,24.34,88.1,94,7.49,233.2,135,10.49,8.8,7,2.38,4,True,1,0,-1,1,4,473.3,44.7,0,1,316,1.4930599369085173,0.018553658022348724,0.09424414927261228,0.6114432109308283,0.022082018927444796
MS,73,415,No,Yes,31,82.3,105,13.99,256.1,91,21.77,229.6,98,10.33,11.8,2,3.19,6,True,1,0,-1,0,6,579.8,49.279999999999994,0,1,296,1.952188552188552,0.020316804407713503,0.08484848484848484,0.3568950563746748,0.006734006734006734
NM,232,408,No,No,0,165.6,104,28.15,195.9,115,16.65,118.3,77,5.32,11.8,3,3.19,1,False,0,0,-1,0,1,491.6,53.309999999999995,0,0,299,1.6386666666666667,0.02395452699959399,0.10822168087697928,1.388097233864208,0.01
SD,95,408,No,Yes,20,165.7,78,28.17,215.6,94,18.33,243.3,91,10.95,9.8,6,2.65,0,False,1,0,-1,1,0,634.3999999999999,60.1,1,0,269,2.349629629629629,0.015423355366698147,0.09458608750393455,0.6782644289807613,0.022222222222222223
VA,182,415,No,No,0,176.1,90,29.94,174.9,106,14.87,234.7,134,10.56,9.7,4,2.62,1,False,2,0,-1,2,1,595.4000000000001,57.99,1,0,334,1.777313432835821,0.016264252179745135,0.09723340040241447,0.7471361900721256,0.011940298507462687
NM,55,510,No,No,0,119.7,148,20.35,231.8,96,19.7,222.3,113,10.0,4.6,2,1.24,2,False,1,0,-1,0,2,578.4,51.29,0,0,359,1.6066666666666667,0.007939247497411114,0.08852260959613394,0.5360501567398119,0.005555555555555556
VA,86,415,No,Yes,30,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2,False,1,0,-1,2,2,627.8999999999999,53.489999999999995,1,0,306,2.045276872964169,0.01558276355541422,0.0850532676101129,0.39069221744231525,0.02280130293159609
NJ,127,510,No,No,0,239.8,107,40.77,128.9,121,10.96,249.9,110,11.25,11.3,5,3.05,1,False,2,1,-1,2,1,629.9,66.03,1,0,343,1.8311046511627906,0.017910920906641307,0.1046600095102235,0.9557592666400957,0.014534883720930232
TN,63,415,No,No,0,164.5,75,27.97,147.9,118,12.57,252.7,97,11.37,11.2,2,3.02,0,False,1,2,-1,1,0,576.3,54.93,0,0,292,1.9668941979522183,0.019400658236618743,0.09514983544084532,0.6484036263303115,0.006825938566552901
MI,79,510,No,No,0,220.9,107,37.55,192.2,97,16.34,161.0,74,7.25,12.2,2,3.29,1,False,0,0,-1,0,1,586.3000000000001,64.43,0,0,280,2.086476868327402,0.020773029116294906,0.10970543163630171,1.3635802469135803,0.0071174377224199285
LA,111,415,No,Yes,28,128.8,104,21.9,157.3,52,13.37,147.4,76,6.63,10.3,2,2.78,2,False,0,0,-1,0,2,443.8,44.68,0,0,234,1.8885106382978725,0.023156474820143887,0.10044964028776979,0.8679245283018868,0.00851063829787234
NH,121,510,No,Yes,35,193.8,62,32.95,197.6,97,16.8,218.8,95,9.85,5.9,4,1.59,0,False,1,0,-1,1,0,616.1,61.190000000000005,1,0,258,2.378764478764479,0.009560849133041647,0.09915734888996922,0.8817106460418562,0.015444015444015444
RI,112,415,No,No,0,168.6,102,28.66,298.0,117,25.33,194.7,110,8.76,9.8,5,2.65,1,False,1,2,-1,1,1,671.0999999999999,65.39999999999999,1,0,334,2.003283582089552,0.014581163517333733,0.09730694837077816,0.8615227388860501,0.014925373134328358
LA,81,415,No,Yes,36,115.9,120,19.7,236.6,95,20.11,255.0,90,11.48,11.7,6,3.16,3,False,1,0,-1,0,3,619.2,54.45,1,0,311,1.9846153846153847,0.018864882296033534,0.08779425991615608,0.452734375,0.019230769230769232
AZ,72,510,No,No,0,272.4,88,46.31,107.9,125,9.17,185.5,81,8.35,12.7,2,3.43,0,False,2,0,-1,0,0,578.5,67.26,0,0,296,1.9478114478114479,0.021915444348576358,0.11606557377049181,1.4605898123324395,0.006734006734006734
